intent,status,title,url,tfidf_score,tfidf_proposal,tfidf_alt,note,department
πιστοποιητικο_οικονομικησ_αδυναμιασ,auto,Χορήγηση πιστοποιητικού οικονομικής αδυναμίας,https://eservices.heraklion.gr/e-services/epidomatikh-politikh/xorigisi-pistop-oik-adinamias.html,0.855,Χορήγηση πιστοποιητικού οικονομικής αδυναμίας,Χορήγηση Πιστοποιητικού Γέννησης,,
πιστοποιητικο_ταυτοπροσωπιασ_ανηλικων,auto,Πιστοποιητικό Ταυτοπροσωπίας Ανηλίκων,https://eservices.heraklion.gr/e-services/municipal-roll/certrification-of-identity.html,0.965,Πιστοποιητικό Ταυτοπροσωπίας Ανηλίκων,Πιστοποιητικό Ταυτοπροσωπίας για Ενήλικα,,
πιστοποιητικο_ταυτοπροσωπιασ_ενηλικων,auto,Πιστοποιητικό Ταυτοπροσωπίας για Ενήλικα,https://eservices.heraklion.gr/e-services/municipal-roll/certification-of-identity-ekloges.html,0.878,Πιστοποιητικό Ταυτοπροσωπίας Ανηλίκων,Πιστοποιητικό Ταυτοπροσωπίας για Ενήλικα,high,
πληροφοριες_λαικων_αγορων,auto,Λαϊκές Αγορές: Ημέρες και οδοί λειτουργίας στον Δήμο Ηρακλείου,https://eservices.heraklion.gr/e-services/laikes-agores/laikes-agores-hrakleiou.html,0.205,Λαϊκές Αγορές: Ημέρες και οδοί λειτουργίας στον Δήμο Ηρακλείου,Καταγγελία (Λαϊκές αγορές-Πλανόδιο-Υπαίθριο εμπόριο,high,
σημα_σταθμευσης_κατοικου,auto,Αίτηση για διάθεση σήματος στάθμευσης μονίμου κατοίκου,https://eservices.heraklion.gr/e-services/technical-services/parking-signal.html,0.659,Αίτηση για διάθεση σήματος στάθμευσης μονίμου κατοίκου,Χορήγηση θέσης στάθμευσης για ΑMΕΑ,,
σκιαδιων_περγολα_κοινοχρηστο,auto,Αίτηση για κατασκευή σκιαδιών ή πέργολας ή άλλου τέτοιου είδους κατασκευών σε κοινόχρηστο χώρο της Παλαιάς Πόλης,https://eservices.heraklion.gr/e-services/old-city-construct.html,0.511,Αίτηση για κατασκευή σκιαδιών ή πέργολας ή άλλου τέτοιου είδους κατασκευών σε κοινόχρηστο χώρο της Παλαιάς Πόλης,Φύτευση σε κοινόχρηστους χώρους,,
σπασμενα_κλαδια_δεντρου,auto,Σπασμένα κλαδιά δέντρου,https://eservices.heraklion.gr/e-services/technical-services/spasmena-kladia-dentrou.html,1.000,Σπασμένα κλαδιά δέντρου,Κλάδεμα δένδρων σε κοινόχρηστους χώρους,,
συντηρηση_υπαιθριων_χωρων,auto,"Συντήρηση Υπαίθριων Χώρων (παιδικές χαρές,πάρκα)",https://eservices.heraklion.gr/e-services/technical-services/aitimata-syntirisi-ipethrion-xoron.html,0.669,"Συντήρηση Υπαίθριων Χώρων (παιδικές χαρές,πάρκα)",Καλλωπισμός - Γενική συντήρηση σε κοινόχρηστους χώρους,,
ταπ_διορθωση_τετραγωνικων,auto,Τροποποίηση τετραγωνικών κοινόχρηστου χώρου,https://eservices.heraklion.gr/e-services/tetragwnika-koinoxrhstou.html,0.526,Τροποποίηση τετραγωνικών κοινόχρηστου χώρου,Διόρθωση ηλικίας,,
ταπ_τελη_φωτισμου_καθαριοτητας,auto,ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας,https://eservices.heraklion.gr/e-services/town-planning/e-tap.html,0.977,ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας,Γενικό αίτημα καθαριότητας,,
τελεση_πολιτικου_γαμου,auto,Αίτηση Τέλεσης Πολιτικού Γάμου μετά την έκδοση των αδειών,https://eservices.heraklion.gr/e-services/civil-marriages/marriage.html,0.666,Αίτηση Τέλεσης Πολιτικού Γάμου μετά την έκδοση των αδειών,Άδεια Πολιτικού Γάμου για Έλληνες Πολίτες,,
τελη_καθαριοτητας_κοιμητηριων,auto,ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας,https://eservices.heraklion.gr/e-services/town-planning/e-tap.html,0.653,ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας,Γενικό αίτημα καθαριότητας,,
τοποθετηση_δημοτικου_φωτισμου,auto,Βλάβες του δικτύου δημοτικού φωτισμού,https://eservices.heraklion.gr/e-services/technical-services/blabes-diktiou-dimotikou-fotismou.html,0.581,Βλάβες του δικτύου δημοτικού φωτισμού,Τοποθέτηση Φωτιστικών Σωμάτων,,
τοποθετηση_πινακιδων_σημανσης_και_καθρεπτων,auto,Τοποθέτηση Πινακίδων Σήμανσης και Καθρεπτών,https://eservices.heraklion.gr/e-services/technical-services/topothetisipinakidon-simansis-kaurepton.html,1.000,Τοποθέτηση Πινακίδων Σήμανσης και Καθρεπτών,Αίτηση μη παράδοσης πινακίδων,,
τοποθετηση_φωτιστικων_σωματων,auto,Τοποθέτηση Φωτιστικών Σωμάτων,https://eservices.heraklion.gr/e-services/technical-services/topothetisi-fotistikon-somaton.html,1.000,Τοποθέτηση Φωτιστικών Σωμάτων,Χορήγηση άδειας τοποθέτησης ικριωμάτων,,
τροποποιηση_τετραγωνικων_κοινοχρηστου,auto,Τροποποίηση τετραγωνικών κοινόχρηστου χώρου,https://eservices.heraklion.gr/e-services/tetragwnika-koinoxrhstou.html,0.962,Τροποποίηση τετραγωνικών κοινόχρηστου χώρου,Τροποποίηση σχεδίου πόλης,,
υποολη_δηλωσησ_ιδιοκτησιασ_πολεοδομικη_μελετη,auto,Υποβολή δήλωσης ιδιοκτησίας σε πολεοδομική μελέτη,https://eservices.heraklion.gr/e-services/town-planning/upoboli-dilosis-idioktisias-poleodomiki-meleti-.html,0.880,Υποβολή δήλωσης ιδιοκτησίας σε πολεοδομική μελέτη,Βεβαίωση υποβολής δήλωσης ιδιοκτησίας,,
υψομετρο,auto,Βεβαίωση Υψομέτρου,https://eservices.heraklion.gr/e-services/town-planning/bebeosi-ypsometrou.html,0.754,Βεβαίωση Υψομέτρου,Τροποποίηση τετραγωνικών κοινόχρηστου χώρου,,
φαρμακευτικη_περιθαλψη,auto,Αίτηση - ΥΔ για παροχή δωρεάν φαρμακευτικής περίθαλψης σε ανασφάλιστου,https://eservices.heraklion.gr/e-services/epidomatikh-politikh/aitisi-yd-paroxi-farmakeu-perithalpsi.html,0.608,Αίτηση - ΥΔ για παροχή δωρεάν φαρμακευτικής περίθαλψης σε ανασφάλιστου,Αίτηση για Ιατρονοσηλευτική,,
φυτευση_κοινοχρηστων,auto,Φύτευση σε κοινόχρηστους χώρους,https://eservices.heraklion.gr/e-services/technical-services/fiteusi-se-koinoxristo-xoro.html,0.687,Φύτευση σε κοινόχρηστους χώρους,Έκδοση αδειών κοινόχρηστων χώρων - Ετήσιες,,
φυτουγεια,auto,Προβλήματα φυτοϋγείας,https://eservices.heraklion.gr/e-services/technical-services/problimata-fitoigias.html,0.662,Προβλήματα φυτοϋγείας,Φύτευση σε κοινόχρηστους χώρους,,
χορηγηση_αντιγραφου_ληξιαρχικης_πραξης_γαμου,auto,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Γάμου,https://eservices.heraklion.gr/e-services/register/liksiarxiki-praksi-gamou.html,1.000,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Γάμου,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Θανάτου,,
χορηγηση_αντιγραφου_ληξιαρχικης_πραξης_γεννησης,auto,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Γεννήσεως,https://eservices.heraklion.gr/e-services/register/liksiarxikis-praksis-genisis.html,0.880,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Γεννήσεως,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Γάμου,high,
χορηγηση_αντιγραφου_ληξιαρχικης_πραξης_θανατου,auto,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Θανάτου,https://eservices.heraklion.gr/e-services/register/liksiarxiki-praksi-thanatou.html,1.000,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Θανάτου,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Γάμου,,
χορηγηση_βεβαιωσης_σημανσης_οδων,auto,Χορήγηση βεβαίωσης σήμανσης οδών,https://eservices.heraklion.gr/e-services/technical-services/xorigisi-bebeosis-simansis-odon.html,1.000,Χορήγηση βεβαίωσης σήμανσης οδών,Χορήγηση Βεβαίωσης Χρήσης Γης,,
αδεια_εκθεσης_ζωων_συντροφιας,verified,Έκδοση άδειας διοργάνωσης έκθεσης ζώων συντροφιάς,https://eservices.heraklion.gr/e-services/katasthmata/ekthesh-zwwn.html,0.750,Έκδοση άδειας διοργάνωσης έκθεσης ζώων συντροφιάς,Καταγγελία (Ζώα συντροφιάς - αδέσποτα),,
αδεια_καδου_οικοδομικων_υπολειμματων,verified,"Χορήγηση άδειας χρήσης κοινόχρηστου χώρου για τοποθέτηση κάδου απορριμμάτων σε πεζοδρόμια, πεζόδρομους και πλατείες",https://eservices.heraklion.gr/e-services/technical-services/adia-xrisis-koin-xorou-topothetisi-kadou.html,0.328,Αντίγραφα στοιχείων οικοδομικών αδειών (έως το έτος 2018),Έκδοση αδειών για οικοδομικές υπηρεσίες - μηνιαίες,,
αδεσποτα_ζωα,verified,Καταγγελία (Ζώα συντροφιάς - αδέσποτα),https://eservices.heraklion.gr/e-services/technical-services/kataggelia-zwa-syntrofias.html,0.528,Καταγγελία (Ζώα συντροφιάς - αδέσποτα),Έκδοση άδειας διοργάνωσης έκθεσης ζώων συντροφιάς,,
αιτηση_προσωρινης_χρησης_οδοστρωματος_πεζοδρομιου,verified,"Χορήγηση άδειας χρήσης κοινόχρηστου χώρου για τοποθέτηση ικριωμάτων σε πεζοδρόμια, πεζόδρομους και πλατείες",https://eservices.heraklion.gr/e-services/technical-services/adia-koinox-xorou-ikriomata.html,0.422,Αίτηση για βλάβη στο οδόστρωμα,Χορήγηση άδειας κατασκευής πεζοδρομίου,,
αναθεωρηση_αδειας_μφπαδ,verified,Χορήγηση αναθεώρησης - ενιαίας άδειας ίδρυσης και λειτουργίας μονάδας φροντίδας προσχολικής αγωγής και διαπαιδαγώγησης,https://eservices.heraklion.gr/e-services/epidomatikh-politikh/xorigisi-adeias-idrisis-mfpad.html,0.366,Χορήγηση αναθεώρησης - ενιαίας άδειας ίδρυσης και λειτουργίας μονάδας φροντίδας προσχολικής αγωγής και διαπαιδαγώγησης,Χορήγηση ενιαίας άδειας ίδρυσης-αναθεώρησης και λειτουργίας μονάδας φροντίδας προσχολικής αγωγής και διαπαιδαγώγησης,ήταν στη γενική σελίδα ΜΦΠΑΔ,
αντιγραφα_αδειας_πολεοδομιας,verified,Αντίγραφα στοιχείων οικοδομικών αδειών (έως το έτος 2018),https://eservices.heraklion.gr/e-services/town-planning/antigrafa-stoixeiwn-oikodom-adeiwn-ews-2018.html,0.332,Αντίγραφα στοιχείων οικοδομικών αδειών (έως το έτος 2018),Υποβολή δήλωσης ιδιοκτησίας σε πολεοδομική μελέτη,"έως 2018, όχι μετά",
αντιγραφα_αδειων_δομησης_μετα_2018,verified,Αντίγραφα στοιχείων αδειών δόμησης (μετά το έτος 2018),https://eservices.heraklion.gr/e-services/town-planning/antigrafa-stoixeiwn-adeiwn-domisis-meta-2018.html,0.750,Αντίγραφα στοιχείων αδειών δόμησης (μετά το έτος 2018),Αντίγραφα στοιχείων οικοδομικών αδειών (έως το έτος 2018),,
αντιγραφα_φακελου_αυθαιρετου,verified,Αντίγραφα φακέλου καταγεγραμμένου αυθαιρέτου,https://eservices.heraklion.gr/e-services/town-planning/antigrafo-fakelou-katagegramenou-aftheretou.html,0.782,Αντίγραφα φακέλου καταγεγραμμένου αυθαιρέτου,Καταγγελία αυθαίρετης κατασκευής,,
βεβαιωση_κατοικιας,verified,Βεβαίωση Μόνιμης Κατοικίας Δημότη Ηρακλείου,https://eservices.heraklion.gr/e-services/municipal-roll/bebeosi-monimis-katoikias-dimoti.html,0.600,Βεβαίωση Μόνιμης Κατοικίας Δημότη Ηρακλείου,Μεταδημότευση λόγω διετούς κατοικίας,,
βλαβες_αρδευτικων_δικτυων,verified,Βλάβες αρδευτικών δικτύων,https://eservices.heraklion.gr/e-services/technical-services/blabes-ardeutikou-diktiou.html,1.000,Βλάβες αρδευτικών δικτύων,Βλάβες του δικτύου δημοτικού φωτισμού,,
δημοτολογιο,verified,"Αλλαγή στοιχείων τέκνου λόγω υιοθεσίας, αναγνώρισης, πρόσληψης επωνύμου, πατρωνύμου και εγγραφή στα δημοτολόγια (με κωδικούς taxisnet)",https://eservices.heraklion.gr/e-services/municipal-roll/change-personal-data-child-adoption.html,0.244,"Αλλαγή στοιχείων τέκνου λόγω υιοθεσίας, αναγνώρισης, πρόσληψης επωνύμου, πατρωνύμου και εγγραφή στα δημοτολόγια (με κωδικούς taxisnet)",Μεταδημότευση λόγω αρχικής δημοτικότητας,,
εγγραφη_αλλοδαπων_ελληνικη_ιθαγενεια,verified,"Εγγραφή Αλλοδαπών που αποκτούν την Ελληνική Ιθαγένεια με πολιτογράφηση και τέκνων λόγω γέννησης - φοίτησης, φοίτησης",https://eservices.heraklion.gr/e-services/municipal-roll/record-naturalization.html,0.595,"Εγγραφή Αλλοδαπών που αποκτούν την Ελληνική Ιθαγένεια με πολιτογράφηση και τέκνων λόγω γέννησης - φοίτησης, φοίτησης",Άδεια Πολιτικού Γάμου για Αλλοδαπούς,,
εγκριση_προσληψης_προσωπικου_μφπαδ,verified,Κατάθεση Δικαιολογητικών Μ.Φ.Π.Α.&Δ. Για την έγκριση πρόσληψης προσωπικού,https://eservices.heraklion.gr/e-services/epidomatikh-politikh/katathesi-dikaiologitika-mfpa.html,0.640,Κατάθεση Δικαιολογητικών Μ.Φ.Π.Α.&Δ. Για την έγκριση πρόσληψης προσωπικού,Έγκριση από ΣΥ.ΠΟ.Θ.Α. ( για διαφορά ειδικού προστίμου >20% δήλωσης υπαγωγής),,
ενιαια_αδεια_ιδρυσης_μφπαδ,verified,Χορήγηση ενιαίας άδειας ίδρυσης-αναθεώρησης και λειτουργίας μονάδας φροντίδας προσχολικής αγωγής και διαπαιδαγώγησης,https://eservices.heraklion.gr/e-services/epidomatikh-politikh/xorigisi-enieas-adias-idrisis-mfpad.html,0.345,Χορήγηση αναθεώρησης - ενιαίας άδειας ίδρυσης και λειτουργίας μονάδας φροντίδας προσχολικής αγωγής και διαπαιδαγώγησης,Χορήγηση ενιαίας άδειας ίδρυσης-αναθεώρησης και λειτουργίας μονάδας φροντίδας προσχολικής αγωγής και διαπαιδαγώγησης,ήταν στη γενική σελίδα ΜΦΠΑΔ,
ενσταση_πολεοδομικης_μελετης,verified,Ένσταση (μελέτης κτηματογράφησης ή μελέτης πολεοδόμησης ή τροποποίησης ρυμοτομικού σχεδίου),https://eservices.heraklion.gr/e-services/town-planning/enstasi-meleti-ktimatografisis.html,0.561,Ένσταση (μελέτης κτηματογράφησης ή μελέτης πολεοδόμησης ή τροποποίησης ρυμοτομικού σχεδίου),Υποβολή δήλωσης ιδιοκτησίας σε πολεοδομική μελέτη,,
ηλεκτρονικη_εξοφληση_λογαριασμου_δευαη,verified,Ηλεκτρονική Εξόφληση Λογαριασμού ΔΕΥΑΗ,https://eservices.heraklion.gr/e-services/deyah/deyah-exoflisi.html,1.000,Ηλεκτρονική Εξόφληση Λογαριασμού ΔΕΥΑΗ,Ηλεκτρονικές Πληρωμές Οφειλών,,
θεματα_εκθεσεων_αυτοψιας,verified,"Θέματα Εκθέσεων Αυτοψίας (Ένσταση, Αποδοχή, Διαγραφή, Αναστολή Προστίμου Δήλωση κατεδάφισης)",https://eservices.heraklion.gr/e-services/town-planning/themata-ekthesewn-autopsias.html,0.492,"Θέματα Εκθέσεων Αυτοψίας (Ένσταση, Αποδοχή, Διαγραφή, Αναστολή Προστίμου Δήλωση κατεδάφισης)",Έκδοση Έκθεσης Αυτοψίας για Νομιμοποίηση,,
καθαρισμος_οικοπεδου_πυροπροστασια,verified,Καθαρισμός δημοτικών οικοπέδων - Αποψίλωση,https://eservices.heraklion.gr/e-services/cleanness/katharismos-dhmotikon-oikopedon-apopsilosi.html,0.547,Καθαρισμός δημοτικών οικοπέδων - Αποψίλωση,Αίτημα για οδοκαθαρισμό,,
καταγγελια_αλλα_θεματα,verified,Καταγγελία για άλλα θέματα,https://eservices.heraklion.gr/e-services/municipal-police/kataggelia-gia-alla-themata.html,0.981,Καταγγελία για άλλα θέματα,Καταγγελία αυθαίρετης κατασκευής,,
ογκοδεματα,verified,Απομάκρυνση ογκωδών αντικειμένων με ραντεβού,https://eservices.heraklion.gr/e-services/cleanness/apomakrinsi-ogkodwn-antikimenwn.html,0.274,Καταγγελία για άλλα θέματα,Γενική αίτηση για θέματα Κ.Ο.Κ,ήταν στη σελίδα 404· η «με ραντεβού» δουλεύει,
παγκακια,verified,"Αιτήματα για Συντήρηση και τοποθέτηση αστικού εξοπλισμού προαυλίων Χώρων σε Σχολεία (παγκάκια ,μπασκέτες ,παιχνίδια )",https://eservices.heraklion.gr/e-services/technical-services/aitimata-sintirisis-topothetisi-astikou-eksoplismou-proaulion-xoron-sxolia.html,0.303,"Αιτήματα για Συντήρηση και τοποθέτηση αστικού εξοπλισμού προαυλίων Χώρων σε Σχολεία (παγκάκια ,μπασκέτες ,παιχνίδια )",Αίτηση μη παράδοσης πινακίδων,,
πιστοποιητικο_εντοπιοτητας,verified,Χορήγηση Πιστοποιητικού Εντοπιότητας (αφορά μόνο εκπαιδευτικούς),https://eservices.heraklion.gr/e-services/municipal-roll/xorogisi-pistop-entopoiotitas.html,0.609,Χορήγηση Πιστοποιητικού Εντοπιότητας (αφορά μόνο εκπαιδευτικούς),Χορήγηση Πιστοποιητικού Γέννησης,,
πλησιεστεροι_συγγενεις,verified,Χορήγηση Πιστοποιητικού πλησιέστερων συγγενών,https://eservices.heraklion.gr/e-services/municipal-roll/xorigisi-pistopoitikou-plisiesterwn-suggenon.html,0.629,Χορήγηση Πιστοποιητικού πλησιέστερων συγγενών,Αίτηση για Οικογενειακή Βοήθεια κατ'οίκον,,
πρασινο_δενδρα,verified,Απομάκρυνση - κοπή δένδρων σε κοινόχρηστους χώρους,https://eservices.heraklion.gr/e-services/technical-services/apomakrinsi-kopi-dentron-se-koinoxristous-xorous.html,0.298,Κλάδεμα δένδρων σε κοινόχρηστους χώρους,Απομάκρυνση - κοπή δένδρων σε κοινόχρηστους χώρους,,
τροποποιηση_σχεδιου_πολης,verified,Τροποποίηση σχεδίου πόλης,https://eservices.heraklion.gr/e-services/town-planning/tropopoihsi-sxediou-polis.html,1.000,Τροποποίηση σχεδίου πόλης,Τροποποίηση τετραγωνικών κοινόχρηστου χώρου,,
